,ESS_SoC,ESS_SoC_appr,SoC_EV1,SoC_EV1_appr,SoC_EV2,SoC_EV2_appr,SoC_EV3,SoC_EV3_appr,SoC_EV4,SoC_EV4_appr,SoC_EV5,SoC_EV5_appr,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,VAC_SoC,VAC_SoC_appr
10,60.0,60,0.6573975044563283,0.65,0.8450311942959003,0.85,0.8450311942959003,0.85,0.8748663101604279,0.875,0.8748663101604279,0.875,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,0.819438502673797,82.5
11,70.0,70,0.5948306595365422,0.6,0.7824643493761143,0.775,0.7824643493761143,0.775,0.8122994652406419,0.8,0.8122994652406419,0.8,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,,,,,,,,0.7568716577540108,75.0
12,80.0,80,0.5322638146167562,0.525,0.7198975044563283,0.725,0.7198975044563283,0.725,0.7497326203208559,0.75,0.7497326203208559,0.75,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,0.694304812834225,70.0
13,80.0,80,0.4696969696969701,0.475,0.6573306595365422,0.65,0.6573306595365422,0.65,0.6871657754010698,0.675,0.6871657754010698,0.675,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,,,,,,,,0.6317379679144387,62.5
14,90.0,90,0.40713012477718397,0.4,0.5947638146167562,0.6,0.5947638146167562,0.6,0.6245989304812838,0.625,0.6245989304812838,0.625,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,,,,,,,,,,,,,,0.5691711229946528,57.5
15,90.0,90,0.34456327985739793,0.35,0.5321969696969702,0.525,0.5321969696969702,0.525,0.5620320855614978,0.55,0.5620320855614978,0.55,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,0.5066042780748666,50.0
16,100.0,100,0.28199643493761184,0.275,0.4696301247771841,0.475,0.4696301247771841,0.475,0.4994652406417117,0.5,0.4994652406417117,0.5,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,0.4440374331550807,45.0
17,100.0,100,0.21942959001782567,0.225,0.407063279857398,0.4,0.407063279857398,0.4,0.4368983957219256,0.425,0.4368983957219256,0.425,17.0,17.0,17.0,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,0.38147058823529456,37.5
18,100.0,100,0.15686274509803966,0.15,0.3444964349376119,0.35,0.3444964349376119,0.35,0.3743315508021395,0.375,0.3743315508021395,0.375,18.0,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,0.3189037433155085,32.5
19,100.0,100,0.09429590017825357,0.1,0.2819295900178258,0.275,0.2819295900178258,0.275,0.3117647058823534,0.3,0.3117647058823534,0.3,19.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,0.2563368983957224,25.0
20,100.0,100,0.4281237933533278,0.425,0.6157574831929,0.625,0.6157574831929,0.625,0.9360228661197422,0.925,0.9360228661197422,0.925,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,0.7063368983957224,70.0
21,80.0,80,0.8024553441554668,0.8,0.990089033995039,1.0,0.990089033995039,1.0,1.0,1.0,1.0,1.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,0.9565266824291092,95.0
22,70.0,70,0.8024553441554668,0.8,0.990089033995039,1.0,0.990089033995039,1.0,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,,0.9565266824291091,95.0
23,70.0,70,0.8024553441554668,0.8,0.990089033995039,1.0,0.990089033995039,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.956526682429109,95.0
