,ESS_SoC,ESS_SoC_appr,SoC_EV1,SoC_EV1_appr,SoC_EV2,SoC_EV2_appr,SoC_EV3,SoC_EV3_appr,SoC_EV4,SoC_EV4_appr,SoC_EV5,SoC_EV5_appr,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,VAC_SoC,VAC_SoC_appr
10,49.99999999999999,50,0.8241978609625669,0.825,1.0,1.0,0.9991978609625668,1.0,0.999732620320856,1.0,0.8748663101604279,0.875,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,0.9395989304812836,95.0
11,60.0,60,0.7616310160427808,0.75,1.0,1.0,0.9991978609625668,1.0,0.999732620320856,1.0,0.8122994652406419,0.8,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,,,,,,,,0.9145721925133692,92.5
12,40.0,40,0.7616310160427808,0.75,1.0,1.0,0.9366310160427808,0.925,0.9371657754010698,0.925,0.8122994652406419,0.8,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,0.8895454545454546,90.0
13,40.0,40,0.6990641711229948,0.7,0.9374331550802142,0.925,0.8740641711229948,0.875,0.8745989304812838,0.875,1.0,1.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,,,,,,,,0.8770320855614975,87.5
14,40.0,40,0.6364973262032088,0.625,0.8748663101604279,0.875,0.8114973262032088,0.8,0.9995989304812838,1.0,0.9374331550802142,0.925,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,,,,,,,,,,,,,,0.8519786096256685,85.0
15,40.0,40,0.5739304812834227,0.575,0.8122994652406419,0.8,0.7489304812834228,0.75,0.9370320855614978,0.925,0.8748663101604279,0.875,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,0.7894117647058825,80.0
16,40.0,40,0.5113636363636367,0.5,0.7497326203208559,0.75,0.7489304812834228,0.75,0.8744652406417117,0.875,0.8748663101604279,0.875,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,0.751871657754011,75.0
17,60.00000000000001,60,0.4487967914438506,0.45,0.6871657754010698,0.675,0.9989304812834228,1.0,0.8118983957219257,0.8,0.8122994652406419,0.8,17.0,17.0,17.0,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,0.7518181818181822,75.0
18,80.0,80,0.3862299465240645,0.375,0.6245989304812838,0.625,0.9363636363636368,0.925,0.7493315508021396,0.75,0.7497326203208559,0.75,18.0,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,0.6892513368983961,70.0
19,80.0,80,0.3236631016042784,0.325,0.5620320855614978,0.55,0.8737967914438507,0.875,0.6867647058823536,0.675,0.6871657754010698,0.675,19.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,0.6266844919786101,62.5
20,90.0,90,0.538631953056415,0.55,0.7770009370136344,0.775,0.9455810329109036,0.95,0.8734037336966907,0.875,0.8738048032154069,0.875,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,0.80168449197861,80.0
21,70.0,70,0.7987776346381008,0.8,0.933367073478626,0.925,0.9803290632364572,0.975,0.960273809510575,0.95,0.9606748790292912,0.95,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,0.92668449197861,92.5
22,80.0,80,0.8612776346381008,0.85,0.956804573478626,0.95,0.9881415632364572,1.0,0.975898809510575,0.975,0.9762998790292912,0.975,22.0,,,,,,,,,,,,,,,,,,,,,,,0.95168449197861,95.0
23,70.0,70,0.8612776346381008,0.85,0.9568045734786261,0.95,0.9881415632364572,1.0,0.975898809510575,0.975,0.9762998790292912,0.975,,,,,,,,,,,,,,,,,,,,,,,,0.95168449197861,95.0
